index,zinnen,woorden
232,de jacht op wild als bedoeld in ,"['de', ' ', 'jacht', ' ', 'op', ' ', 'wild', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
233,"gedeputeerde staten kunnen de jacht voor de hele provincie, of een gedeelte daarvan, voor een bepaalde tijd sluiten, zolang bijzondere weersomstandigheden dat vergen.","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'de', ' ', 'jacht', ' ', 'voor', ' ', 'de', ' ', 'hele', ' ', 'provincie', ', ', 'of', ' ', 'een', ' ', 'gedeelte', ' ', 'daarvan', ', ', 'voor', ' ', 'een', ' ', 'bepaalde', ' ', 'tijd', ' ', 'sluiten', ', ', 'zolang', ' ', 'bijzondere', ' ', 'weersomstandigheden', ' ', 'dat', ' ', 'vergen', '.']"
234,de jacht wordt niet geopend op soorten waarvan de staat van instandhouding in het geding is.,"['de', ' ', 'jacht', ' ', 'wordt', ' ', 'niet', ' ', 'geopend', ' ', 'op', ' ', 'soorten', ' ', 'waarvan', ' ', 'de', ' ', 'staat', ' ', 'van', ' ', 'instandhouding', ' ', 'in', ' ', 'het', ' ', 'geding', ' ', 'is', '.']"
235,"alvorens een ministeriële regeling als bedoeld in het tweede lid vast te stellen, te wijzigen of in te trekken, overlegt onze minister met gedeputeerde staten over het ontwerp daarvan.","['alvorens', ' ', 'een', ' ', 'ministeriële', ' ', 'regeling', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'vast', ' ', 'te', ' ', 'stellen', ', ', 'te', ' ', 'wijzigen', ' ', 'of', ' ', 'in', ' ', 'te', ' ', 'trekken', ', ', 'overlegt', ' ', 'onze', ' ', 'minister', ' ', 'met', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'over', ' ', 'het', ' ', 'ontwerp', ' ', 'daarvan', '.']"
236,"gerechtigd tot het uitoefenen van de jacht in een veld zijn, elkaar uitsluitend:","['gerechtigd', ' ', 'tot', ' ', 'het', ' ', 'uitoefenen', ' ', 'van', ' ', 'de', ' ', 'jacht', ' ', 'in', ' ', 'een', ' ', 'veld', ' ', 'zijn', ', ', 'elkaar', ' ', 'uitsluitend', ':']"
237,"in de huurovereenkomst, bedoeld in het eerste lid, onderdeel d, kan niet worden afgeweken van ","['in', ' ', 'de', ' ', 'huurovereenkomst', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'd', ', ', 'kan', ' ', 'niet', ' ', 'worden', ' ', 'afgeweken', ' ', 'van', ' ']"
238,"bij algemene maatregel van bestuur kan worden geregeld in welke gevallen het is toegestaan dat de periode, bedoeld in het eerste lid, onderdeel d, korter is dan zes jaar.","['bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kan', ' ', 'worden', ' ', 'geregeld', ' ', 'in', ' ', 'welke', ' ', 'gevallen', ' ', 'het', ' ', 'is', ' ', 'toegestaan', ' ', 'dat', ' ', 'de', ' ', 'periode', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'd', ', ', 'korter', ' ', 'is', ' ', 'dan', ' ', 'zes', ' ', 'jaar', '.']"
239,een ieder die een in het wild levend dier doodt of vangt voorkomt dat het dier onnodig lijdt.,"['een', ' ', 'ieder', ' ', 'die', ' ', 'een', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levend', ' ', 'dier', ' ', 'doodt', ' ', 'of', ' ', 'vangt', ' ', 'voorkomt', ' ', 'dat', ' ', 'het', ' ', 'dier', ' ', 'onnodig', ' ', 'lijdt', '.']"
240,"het is verboden zich buiten gebouwen te bevinden met bij algemene maatregel van bestuur aangewezen middelen die geschikt zijn voor het doden of vangen van dieren, of met materialen ter onmiddellijke vervaardiging van die middelen, indien redelijkerwijs moet worden aangenomen dat die middelen of materialen zullen worden gebruikt voor het doden of vangen van dieren.","['het', ' ', 'is', ' ', 'verboden', ' ', 'zich', ' ', 'buiten', ' ', 'gebouwen', ' ', 'te', ' ', 'bevinden', ' ', 'met', ' ', 'bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'aangewezen', ' ', 'middelen', ' ', 'die', ' ', 'geschikt', ' ', 'zijn', ' ', 'voor', ' ', 'het', ' ', 'doden', ' ', 'of', ' ', 'vangen', ' ', 'van', ' ', 'dieren', ', ', 'of', ' ', 'met', ' ', 'materialen', ' ', 'ter', ' ', 'onmiddellijke', ' ', 'vervaardiging', ' ', 'van', ' ', 'die', ' ', 'middelen', ', ', 'indien', ' ', 'redelijkerwijs', ' ', 'moet', ' ', 'worden', ' ', 'aangenomen', ' ', 'dat', ' ', 'die', ' ', 'middelen', ' ', 'of', ' ', 'materialen', ' ', 'zullen', ' ', 'worden', ' ', 'gebruikt', ' ', 'voor', ' ', 'het', ' ', 'doden', ' ', 'of', ' ', 'vangen', ' ', 'van', ' ', 'dieren', '.']"
241,bij een aanwijzing krachtens het tweede lid wordt mede rekening gehouden met het voorkomen van onnodig lijden bij het te doden of te vangen dier.,"['bij', ' ', 'een', ' ', 'aanwijzing', ' ', 'krachtens', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'wordt', ' ', 'mede', ' ', 'rekening', ' ', 'gehouden', ' ', 'met', ' ', 'het', ' ', 'voorkomen', ' ', 'van', ' ', 'onnodig', ' ', 'lijden', ' ', 'bij', ' ', 'het', ' ', 'te', ' ', 'doden', ' ', 'of', ' ', 'te', ' ', 'vangen', ' ', 'dier', '.']"
242,bij of krachtens algemene maatregel van bestuur worden ter uitvoering van het bepaalde bij of krachtens de benelux-overeenkomst regels gesteld over het gebruik van middelen.,"['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'worden', ' ', 'ter', ' ', 'uitvoering', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'de', ' ', 'benelux', '-', 'overeenkomst', ' ', 'regels', ' ', 'gesteld', ' ', 'over', ' ', 'het', ' ', 'gebruik', ' ', 'van', ' ', 'middelen', '.']"
243,"het is een ieder verboden zich in een veld te bevinden met een dier dat hem toebehoort of onder zijn toezicht staat en dat in het veld dieren opspoort, doodt, verwondt, vangt of bemachtigt.","['het', ' ', 'is', ' ', 'een', ' ', 'ieder', ' ', 'verboden', ' ', 'zich', ' ', 'in', ' ', 'een', ' ', 'veld', ' ', 'te', ' ', 'bevinden', ' ', 'met', ' ', 'een', ' ', 'dier', ' ', 'dat', ' ', 'hem', ' ', 'toebehoort', ' ', 'of', ' ', 'onder', ' ', 'zijn', ' ', 'toezicht', ' ', 'staat', ' ', 'en', ' ', 'dat', ' ', 'in', ' ', 'het', ' ', 'veld', ' ', 'dieren', ' ', 'opspoort', ', ', 'doodt', ', ', 'verwondt', ', ', 'vangt', ' ', 'of', ' ', 'bemachtigt', '.']"
244,"het verbod, bedoeld in het vijfde lid, is niet van toepassing ingeval het opsporen, doden, verwonden, vangen of bemachtigen van dieren in het veld ingevolge het bepaalde bij of krachtens deze wet is toegestaan.","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'vijfde', ' ', 'lid', ', ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'ingeval', ' ', 'het', ' ', 'opsporen', ', ', 'doden', ', ', 'verwonden', ', ', 'vangen', ' ', 'of', ' ', 'bemachtigen', ' ', 'van', ' ', 'dieren', ' ', 'in', ' ', 'het', ' ', 'veld', ' ', 'ingevolge', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ' ', 'is', ' ', 'toegestaan', '.']"
245,bij het verlenen van een ontheffing of vrijstelling als bedoeld in de ,"['bij', ' ', 'het', ' ', 'verlenen', ' ', 'van', ' ', 'een', ' ', 'ontheffing', ' ', 'of', ' ', 'vrijstelling', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'de', ' ']"
246,"onze minister wijst bij ministeriële regeling, onderscheidenlijk provinciale staten wijzen bij verordening de middelen aan die mogen worden gebruikt ter uitvoering van het bepaalde krachtens ","['onze', ' ', 'minister', ' ', 'wijst', ' ', 'bij', ' ', 'ministeriële', ' ', 'regeling', ', ', 'onderscheidenlijk', ' ', 'provinciale', ' ', 'staten', ' ', 'wijzen', ' ', 'bij', ' ', 'verordening', ' ', 'de', ' ', 'middelen', ' ', 'aan', ' ', 'die', ' ', 'mogen', ' ', 'worden', ' ', 'gebruikt', ' ', 'ter', ' ', 'uitvoering', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'krachtens', ' ']"
247,indien een vrijstelling wordt verleend als bedoeld in ,"['indien', ' ', 'een', ' ', 'vrijstelling', ' ', 'wordt', ' ', 'verleend', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
248,gedeputeerde staten kunnen ontheffing en provinciale staten kunnen vrijstelling verlenen van:,"['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'ontheffing', ' ', 'en', ' ', 'provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'vrijstelling', ' ', 'verlenen', ' ', 'van', ':']"
249,het is verboden een geweer te gebruiken ter uitoefening van het bepaalde bij of krachtens deze wet:,"['het', ' ', 'is', ' ', 'verboden', ' ', 'een', ' ', 'geweer', ' ', 'te', ' ', 'gebruiken', ' ', 'ter', ' ', 'uitoefening', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ':']"
250,"bij of krachtens algemene maatregel van bestuur kan het gebruik van het geweer, bedoeld in het eerste lid, worden uitgesloten of beperkt en kunnen regels worden gesteld over:","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kan', ' ', 'het', ' ', 'gebruik', ' ', 'van', ' ', 'het', ' ', 'geweer', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'worden', ' ', 'uitgesloten', ' ', 'of', ' ', 'beperkt', ' ', 'en', ' ', 'kunnen', ' ', 'regels', ' ', 'worden', ' ', 'gesteld', ' ', 'over', ':']"
251,"gedeputeerde staten kunnen ontheffing en provinciale staten kunnen vrijstelling verlenen van het eerste lid, onderdeel a of b, en de krachtens het tweede lid gestelde regels, met dien verstande dat bij het verlenen van ontheffing of vrijstelling van regels als bedoeld in het tweede lid, onderdeel b, ook rekening wordt gehouden met belangen van veiligheid, volksgezondheid, welzijn en milieu.","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'ontheffing', ' ', 'en', ' ', 'provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'vrijstelling', ' ', 'verlenen', ' ', 'van', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'a', ' ', 'of', ' ', 'b', ', ', 'en', ' ', 'de', ' ', 'krachtens', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'gestelde', ' ', 'regels', ', ', 'met', ' ', 'dien', ' ', 'verstande', ' ', 'dat', ' ', 'bij', ' ', 'het', ' ', 'verlenen', ' ', 'van', ' ', 'ontheffing', ' ', 'of', ' ', 'vrijstelling', ' ', 'van', ' ', 'regels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'b', ', ', 'ook', ' ', 'rekening', ' ', 'wordt', ' ', 'gehouden', ' ', 'met', ' ', 'belangen', ' ', 'van', ' ', 'veiligheid', ', ', 'volksgezondheid', ', ', 'welzijn', ' ', 'en', ' ', 'milieu', '.']"
252,"het is een ieder die niet in het bezit is van een geldige jachtakte, verboden in het veld een geweer of een gedeelte van een geweer te dragen, tenzij hij uit anderen hoofde tot het gebruik van een geweer ter plaatse gerechtigd is.","['het', ' ', 'is', ' ', 'een', ' ', 'ieder', ' ', 'die', ' ', 'niet', ' ', 'in', ' ', 'het', ' ', 'bezit', ' ', 'is', ' ', 'van', ' ', 'een', ' ', 'geldige', ' ', 'jachtakte', ', ', 'verboden', ' ', 'in', ' ', 'het', ' ', 'veld', ' ', 'een', ' ', 'geweer', ' ', 'of', ' ', 'een', ' ', 'gedeelte', ' ', 'van', ' ', 'een', ' ', 'geweer', ' ', 'te', ' ', 'dragen', ', ', 'tenzij', ' ', 'hij', ' ', 'uit', ' ', 'anderen', ' ', 'hoofde', ' ', 'tot', ' ', 'het', ' ', 'gebruik', ' ', 'van', ' ', 'een', ' ', 'geweer', ' ', 'ter', ' ', 'plaatse', ' ', 'gerechtigd', ' ', 'is', '.']"
253,het is de houder van een jachtakte verboden een geweer te dragen op gronden waarop hij niet tot het gebruik van een geweer gerechtigd is.,"['het', ' ', 'is', ' ', 'de', ' ', 'houder', ' ', 'van', ' ', 'een', ' ', 'jachtakte', ' ', 'verboden', ' ', 'een', ' ', 'geweer', ' ', 'te', ' ', 'dragen', ' ', 'op', ' ', 'gronden', ' ', 'waarop', ' ', 'hij', ' ', 'niet', ' ', 'tot', ' ', 'het', ' ', 'gebruik', ' ', 'van', ' ', 'een', ' ', 'geweer', ' ', 'gerechtigd', ' ', 'is', '.']"
254,"de jachtakte wordt verleend door de korpschef, bedoeld in ","['de', ' ', 'jachtakte', ' ', 'wordt', ' ', 'verleend', ' ', 'door', ' ', 'de', ' ', 'korpschef', ', ', 'bedoeld', ' ', 'in', ' ']"
255,de jachtakte wordt uitsluitend verleend indien de aanvrager:,"['de', ' ', 'jachtakte', ' ', 'wordt', ' ', 'uitsluitend', ' ', 'verleend', ' ', 'indien', ' ', 'de', ' ', 'aanvrager', ':']"
256,de jachtakte wordt geweigerd indien:,"['de', ' ', 'jachtakte', ' ', 'wordt', ' ', 'geweigerd', ' ', 'indien', ':']"
257,"bij of krachtens algemene maatregel van bestuur worden regels gesteld waaraan het jachtexamen, bedoeld in het tweede lid, onderdeel a, moet voldoen om door onze minister te worden erkend.","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'worden', ' ', 'regels', ' ', 'gesteld', ' ', 'waaraan', ' ', 'het', ' ', 'jachtexamen', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'a', ', ', 'moet', ' ', 'voldoen', ' ', 'om', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'te', ' ', 'worden', ' ', 'erkend', '.']"
258,"in afwijking van het tweede lid, onderdeel c, kan degene die geen woonplaats in nederland heeft een jachtakte verkrijgen die geldig is gedurende zes opeenvolgende in de vergunning vermelde dagen.","['in', ' ', 'afwijking', ' ', 'van', ' ', 'het', ' ', 'tweede', ' ', 'lid', ', ', 'onderdeel', ' ', 'c', ', ', 'kan', ' ', 'degene', ' ', 'die', ' ', 'geen', ' ', 'woonplaats', ' ', 'in', ' ', 'nederland', ' ', 'heeft', ' ', 'een', ' ', 'jachtakte', ' ', 'verkrijgen', ' ', 'die', ' ', 'geldig', ' ', 'is', ' ', 'gedurende', ' ', 'zes', ' ', 'opeenvolgende', ' ', 'in', ' ', 'de', ' ', 'vergunning', ' ', 'vermelde', ' ', 'dagen', '.']"
259,een jachtakte als bedoeld in het vijfde lid:,"['een', ' ', 'jachtakte', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'vijfde', ' ', 'lid', ':']"
260,"bij of krachtens algemene maatregel van bestuur kunnen regels worden gesteld over de aanvraag, duur, geldigheid en intrekking van de jachtakte. bij ministeriële regeling wordt het model van de jachtakte vastgesteld.","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kunnen', ' ', 'regels', ' ', 'worden', ' ', 'gesteld', ' ', 'over', ' ', 'de', ' ', 'aanvraag', ', ', 'duur', ', ', 'geldigheid', ' ', 'en', ' ', 'intrekking', ' ', 'van', ' ', 'de', ' ', 'jachtakte', '. ', 'bij', ' ', 'ministeriële', ' ', 'regeling', ' ', 'wordt', ' ', 'het', ' ', 'model', ' ', 'van', ' ', 'de', ' ', 'jachtakte', ' ', 'vastgesteld', '.']"
261,"voor de berekening van periode van acht jaar, bedoeld in het derde lid, onderdeel e, telt de periode waarin een onvoorwaardelijke vrijheidsstraf is ondergaan, niet mee.","['voor', ' ', 'de', ' ', 'berekening', ' ', 'van', ' ', 'periode', ' ', 'van', ' ', 'acht', ' ', 'jaar', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'derde', ' ', 'lid', ', ', 'onderdeel', ' ', 'e', ', ', 'telt', ' ', 'de', ' ', 'periode', ' ', 'waarin', ' ', 'een', ' ', 'onvoorwaardelijke', ' ', 'vrijheidsstraf', ' ', 'is', ' ', 'ondergaan', ', ', 'niet', ' ', 'mee', '.']"
262,"de jachtakte wordt, onverminderd het bepaalde in de ","['de', ' ', 'jachtakte', ' ', 'wordt', ', ', 'onverminderd', ' ', 'het', ' ', 'bepaalde', ' ', 'in', ' ', 'de', ' ']"
263,"het eerste lid, met uitzondering van onderdeel a, is niet van toepassing op de aanvrager die reeds in het bezit is van een jachtakte waarvan de geldigheidsduur nog niet is verstreken, tenzij de toepassing van de onderdelen b, c of d, naar het oordeel van de korpschef, noodzakelijk is voor een deugdelijke beoordeling van het bepaalde in ","['het', ' ', 'eerste', ' ', 'lid', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'onderdeel', ' ', 'a', ', ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'op', ' ', 'de', ' ', 'aanvrager', ' ', 'die', ' ', 'reeds', ' ', 'in', ' ', 'het', ' ', 'bezit', ' ', 'is', ' ', 'van', ' ', 'een', ' ', 'jachtakte', ' ', 'waarvan', ' ', 'de', ' ', 'geldigheidsduur', ' ', 'nog', ' ', 'niet', ' ', 'is', ' ', 'verstreken', ', ', 'tenzij', ' ', 'de', ' ', 'toepassing', ' ', 'van', ' ', 'de', ' ', 'onderdelen', ' ', 'b', ', ', 'c', ' ', 'of', ' ', 'd', ', ', 'naar', ' ', 'het', ' ', 'oordeel', ' ', 'van', ' ', 'de', ' ', 'korpschef', ', ', 'noodzakelijk', ' ', 'is', ' ', 'voor', ' ', 'een', ' ', 'deugdelijke', ' ', 'beoordeling', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'in', ' ']"
264,"de jachtakte wordt aan degene aan wie zij wordt verleend, in persoon uitgereikt.","['de', ' ', 'jachtakte', ' ', 'wordt', ' ', 'aan', ' ', 'degene', ' ', 'aan', ' ', 'wie', ' ', 'zij', ' ', 'wordt', ' ', 'verleend', ', ', 'in', ' ', 'persoon', ' ', 'uitgereikt', '.']"
265,"
      ",['\n      ']
266,het eerste en derde lid zijn niet van toepassing op de aanvrager die een aanvraag doet voor een jachtakte als bedoeld in ,"['het', ' ', 'eerste', ' ', 'en', ' ', 'derde', ' ', 'lid', ' ', 'zijn', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'op', ' ', 'de', ' ', 'aanvrager', ' ', 'die', ' ', 'een', ' ', 'aanvraag', ' ', 'doet', ' ', 'voor', ' ', 'een', ' ', 'jachtakte', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
267,"bij of krachtens algemene maatregel van bestuur worden regels gesteld over de verzekering, bedoeld in ","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'worden', ' ', 'regels', ' ', 'gesteld', ' ', 'over', ' ', 'de', ' ', 'verzekering', ', ', 'bedoeld', ' ', 'in', ' ']"
268,"degene die de schade heeft geleden heeft jegens de verzekeraar, door wie de aansprakelijkheid volgens deze wet is gedekt, een eigen recht op schadevergoeding tot het beloop van het in het eerste lid bedoelde bedrag. het teniet gaan van zijn schuld aan de verzekerde bevrijdt de verzekeraar niet jegens de benadeelde, tenzij deze schadeloos is gesteld.","['degene', ' ', 'die', ' ', 'de', ' ', 'schade', ' ', 'heeft', ' ', 'geleden', ' ', 'heeft', ' ', 'jegens', ' ', 'de', ' ', 'verzekeraar', ', ', 'door', ' ', 'wie', ' ', 'de', ' ', 'aansprakelijkheid', ' ', 'volgens', ' ', 'deze', ' ', 'wet', ' ', 'is', ' ', 'gedekt', ', ', 'een', ' ', 'eigen', ' ', 'recht', ' ', 'op', ' ', 'schadevergoeding', ' ', 'tot', ' ', 'het', ' ', 'beloop', ' ', 'van', ' ', 'het', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'bedoelde', ' ', 'bedrag', '. ', 'het', ' ', 'teniet', ' ', 'gaan', ' ', 'van', ' ', 'zijn', ' ', 'schuld', ' ', 'aan', ' ', 'de', ' ', 'verzekerde', ' ', 'bevrijdt', ' ', 'de', ' ', 'verzekeraar', ' ', 'niet', ' ', 'jegens', ' ', 'de', ' ', 'benadeelde', ', ', 'tenzij', ' ', 'deze', ' ', 'schadeloos', ' ', 'is', ' ', 'gesteld', '.']"
269,geen uit de bepalingen van het burgerlijk wetboek omtrent de verzekeringsovereenkomst of uit deze overeenkomst zelf voortvloeiende nietigheid of voortvloeiend verweer of verval kan door een verzekeraar aan een benadeelde worden tegengeworpen.,"['geen', ' ', 'uit', ' ', 'de', ' ', 'bepalingen', ' ', 'van', ' ', 'het', ' ', 'burgerlijk', ' ', 'wetboek', ' ', 'omtrent', ' ', 'de', ' ', 'verzekeringsovereenkomst', ' ', 'of', ' ', 'uit', ' ', 'deze', ' ', 'overeenkomst', ' ', 'zelf', ' ', 'voortvloeiende', ' ', 'nietigheid', ' ', 'of', ' ', 'voortvloeiend', ' ', 'verweer', ' ', 'of', ' ', 'verval', ' ', 'kan', ' ', 'door', ' ', 'een', ' ', 'verzekeraar', ' ', 'aan', ' ', 'een', ' ', 'benadeelde', ' ', 'worden', ' ', 'tegengeworpen', '.']"
270,"de verzekeraar die ingevolge deze wet de schade van een benadeelde geheel of ten dele vergoedt, hoewel de aansprakelijkheid voor die schade niet door een met hem gesloten overeenkomst was gedekt, heeft voor het bedrag van de schadevergoeding verhaal op degene die voor de schade aansprakelijk is.","['de', ' ', 'verzekeraar', ' ', 'die', ' ', 'ingevolge', ' ', 'deze', ' ', 'wet', ' ', 'de', ' ', 'schade', ' ', 'van', ' ', 'een', ' ', 'benadeelde', ' ', 'geheel', ' ', 'of', ' ', 'ten', ' ', 'dele', ' ', 'vergoedt', ', ', 'hoewel', ' ', 'de', ' ', 'aansprakelijkheid', ' ', 'voor', ' ', 'die', ' ', 'schade', ' ', 'niet', ' ', 'door', ' ', 'een', ' ', 'met', ' ', 'hem', ' ', 'gesloten', ' ', 'overeenkomst', ' ', 'was', ' ', 'gedekt', ', ', 'heeft', ' ', 'voor', ' ', 'het', ' ', 'bedrag', ' ', 'van', ' ', 'de', ' ', 'schadevergoeding', ' ', 'verhaal', ' ', 'op', ' ', 'degene', ' ', 'die', ' ', 'voor', ' ', 'de', ' ', 'schade', ' ', 'aansprakelijk', ' ', 'is', '.']"
271,"indien de overeenkomst een beding inhoudt dat de verzekerde persoonlijk voor een deel in de vergoeding van de schade zal bijdragen, blijft de verzekeraar niettemin jegens de benadeelde gehouden tot betaling van de schadeloosstelling die krachtens de overeenkomst ten laste van de verzekerde blijft.","['indien', ' ', 'de', ' ', 'overeenkomst', ' ', 'een', ' ', 'beding', ' ', 'inhoudt', ' ', 'dat', ' ', 'de', ' ', 'verzekerde', ' ', 'persoonlijk', ' ', 'voor', ' ', 'een', ' ', 'deel', ' ', 'in', ' ', 'de', ' ', 'vergoeding', ' ', 'van', ' ', 'de', ' ', 'schade', ' ', 'zal', ' ', 'bijdragen', ', ', 'blijft', ' ', 'de', ' ', 'verzekeraar', ' ', 'niettemin', ' ', 'jegens', ' ', 'de', ' ', 'benadeelde', ' ', 'gehouden', ' ', 'tot', ' ', 'betaling', ' ', 'van', ' ', 'de', ' ', 'schadeloosstelling', ' ', 'die', ' ', 'krachtens', ' ', 'de', ' ', 'overeenkomst', ' ', 'ten', ' ', 'laste', ' ', 'van', ' ', 'de', ' ', 'verzekerde', ' ', 'blijft', '.']"
272,het is verboden jachtvogels te gebruiken ter uitoefening van het bepaalde bij of krachtens deze wet:,"['het', ' ', 'is', ' ', 'verboden', ' ', 'jachtvogels', ' ', 'te', ' ', 'gebruiken', ' ', 'ter', ' ', 'uitoefening', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ':']"
273,de valkeniersakte wordt verleend door onze minister. ,"['de', ' ', 'valkeniersakte', ' ', 'wordt', ' ', 'verleend', ' ', 'door', ' ', 'onze', ' ', 'minister', '. ']"
274,"het is verboden eendenkooien te gebruiken ter uitoefening van het bepaalde bij of krachtens deze wet, zonder daartoe een door onze minister erkend examen met gunstig gevolg te hebben afgelegd.","['het', ' ', 'is', ' ', 'verboden', ' ', 'eendenkooien', ' ', 'te', ' ', 'gebruiken', ' ', 'ter', ' ', 'uitoefening', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ', ', 'zonder', ' ', 'daartoe', ' ', 'een', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'erkend', ' ', 'examen', ' ', 'met', ' ', 'gunstig', ' ', 'gevolg', ' ', 'te', ' ', 'hebben', ' ', 'afgelegd', '.']"
275,"bij of krachtens algemene maatregel van bestuur worden regels gesteld waaraan het examen, bedoeld in het derde lid, moet voldoen om door onze minister te worden erkend. met een door onze minister erkend examen als bedoeld in het derde lid wordt gelijk gesteld, een examen dat is erkend door de bevoegde autoriteit van een andere staat en dat door onze minister als gelijkwaardig aan de door hem erkende examens is aangemerkt.","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'worden', ' ', 'regels', ' ', 'gesteld', ' ', 'waaraan', ' ', 'het', ' ', 'examen', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'derde', ' ', 'lid', ', ', 'moet', ' ', 'voldoen', ' ', 'om', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'te', ' ', 'worden', ' ', 'erkend', '. ', 'met', ' ', 'een', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'erkend', ' ', 'examen', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'derde', ' ', 'lid', ' ', 'wordt', ' ', 'gelijk', ' ', 'gesteld', ', ', 'een', ' ', 'examen', ' ', 'dat', ' ', 'is', ' ', 'erkend', ' ', 'door', ' ', 'de', ' ', 'bevoegde', ' ', 'autoriteit', ' ', 'van', ' ', 'een', ' ', 'andere', ' ', 'staat', ' ', 'en', ' ', 'dat', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'als', ' ', 'gelijkwaardig', ' ', 'aan', ' ', 'de', ' ', 'door', ' ', 'hem', ' ', 'erkende', ' ', 'examens', ' ', 'is', ' ', 'aangemerkt', '.']"
